,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Soil_Type1,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type17,Soil_Type2,Soil_Type22,Soil_Type23,Soil_Type29,Soil_Type3,Soil_Type30,Soil_Type35,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type4,Soil_Type40,Soil_Type5,Soil_Type6,Vertical_Distance_To_Hydrology,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4
8573,236,3185,185,202,249,1953,268,1959,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0
8574,16,2930,140,209,214,3018,175,2064,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0
8575,180,2847,156,223,245,2292,150,2151,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
8576,55,2630,112,228,210,2546,0,2220,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8577,0,2600,145,184,196,2838,60,1745,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8578,139,2840,118,241,234,865,210,2010,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,1,0
8579,144,2831,115,242,234,816,150,2070,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0
8580,307,3053,175,201,236,582,558,3048,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,1,0
8581,294,3055,189,189,237,1262,255,2239,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,1,0
8582,209,3330,171,213,249,1687,180,1087,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0
8583,252,3355,164,214,240,2075,255,992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
8584,285,3356,165,212,239,2105,277,990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
8585,183,3350,155,223,249,799,534,2638,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,1,0
8586,153,2822,141,231,241,2197,180,2161,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0
8587,154,2811,145,229,241,1864,579,2058,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0
8588,163,2810,151,225,241,1862,589,2054,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0
8589,183,2809,157,221,242,1861,598,2051,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0
8590,292,2879,218,146,228,1869,671,2040,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,1,0
8591,163,2833,126,235,241,2121,361,2195,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,1,0
8592,103,2725,74,250,207,2316,228,2352,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,1,0
8593,98,2679,63,250,199,2389,127,2414,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0
8594,342,2622,167,161,195,2839,127,1624,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0
8595,344,3270,164,195,221,685,85,1468,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0
8596,131,2833,116,242,232,882,190,2010,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,1,0
8597,222,3323,173,211,247,1660,150,1127,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
8598,126,3302,106,245,227,2096,424,1429,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0
8599,76,3296,93,238,207,503,323,3384,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,1,0
8600,77,3195,122,232,223,1648,85,2213,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
8601,121,2823,120,239,231,2239,153,2125,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
8602,130,2876,82,250,219,1924,443,2062,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,1,0
8603,120,2846,57,254,203,1909,484,2051,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0
8604,176,2808,156,221,241,1892,560,2024,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0
8605,292,2884,219,145,227,1899,641,2010,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,1,0
8606,5,2624,138,186,192,2779,120,1722,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
8607,353,2637,154,180,199,2819,170,1584,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0
8608,13,2637,138,203,207,2837,210,1530,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0
8609,68,3362,142,224,231,2469,470,1054,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0
8610,37,3268,106,216,194,2967,850,1667,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,1,0
8611,45,3082,114,223,206,3540,395,1674,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1,0
8612,198,2806,161,218,243,1922,532,1994,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0
8613,286,2847,221,146,231,1922,607,1981,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0
8614,288,2860,224,139,228,1924,618,1980,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,0
8615,292,2900,207,165,233,1931,607,1980,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,1,0
8616,173,2805,135,227,243,2040,458,2037,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,1,0
8617,185,2809,150,215,247,2147,313,2117,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,1,0
8618,149,2830,112,242,234,966,150,1952,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0
8619,152,2823,115,240,236,918,134,2012,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0
8620,121,2799,85,250,218,850,120,2102,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0
8621,270,3175,182,200,243,175,210,1436,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
8622,234,3206,179,206,248,433,42,1233,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
8623,242,3301,170,211,243,1489,90,1266,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
8624,239,3314,176,207,246,1608,90,1207,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
8625,259,3323,176,206,244,1697,90,1170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0
8626,252,3357,166,213,241,2114,228,1080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0
8627,78,3365,137,227,230,2442,485,1082,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0
8628,72,3358,146,223,233,2548,631,1165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,1,0
8629,244,3087,221,158,249,1328,60,2676,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
8630,20,3308,141,213,218,2850,976,1622,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,1,0
8631,356,3288,156,204,223,684,162,1360,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,1,0,0,0
8632,157,2827,110,238,234,1008,120,1924,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,1,0
8633,337,3114,168,195,224,902,228,1910,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,1,0
8634,338,3118,168,192,222,842,285,1867,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,1,0
8635,27,3170,153,218,234,335,268,1549,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
8636,349,3187,159,209,230,272,108,1328,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8637,225,3279,167,214,244,1230,120,1398,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0
8638,178,3249,155,223,243,2371,569,1661,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,1,0
8639,22,3133,125,206,198,3561,524,1574,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,1,0
8640,178,2777,136,218,242,2214,247,2072,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,0,1,0
8641,133,2722,86,249,221,2380,201,2218,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,0,1,0
8642,303,2639,197,173,230,2577,42,2292,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0
8643,75,2629,95,238,207,2616,124,2147,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0
8644,234,3011,197,191,253,664,470,2944,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,1,0
8645,264,3323,181,202,244,1707,30,1226,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0
8646,78,3227,132,229,228,1677,277,2227,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0
8647,167,3247,151,225,242,2366,532,1641,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,1,0
8648,152,2821,149,226,240,2473,0,1965,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8649,173,2820,154,224,243,2455,30,1969,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8650,180,2820,155,223,245,2438,30,1973,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
8651,158,2807,138,233,242,2341,42,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
8652,165,2797,154,222,240,2282,30,2012,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8653,212,2796,172,213,249,2014,437,1909,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0
8654,312,2821,197,162,221,2010,484,1896,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,1,0
8655,339,2632,170,179,212,2601,120,1994,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0
8656,328,2655,186,146,198,2619,150,1879,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0
8657,358,2679,148,183,197,2687,247,1594,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,1,0
8658,183,2815,154,222,249,1240,228,1690,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1,0
8659,164,2774,95,225,223,999,60,1988,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0
8660,149,2757,108,242,233,872,30,2167,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
8661,257,2820,202,183,248,702,127,2496,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0
8662,265,2900,233,137,239,661,300,2706,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,1,0
8663,5,3208,149,205,218,511,0,1321,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8664,180,3243,156,223,244,2385,524,1613,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,1,0
8665,135,2817,146,226,238,2480,0,1939,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8666,163,2815,150,226,242,2446,0,1948,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8667,278,2808,216,161,239,2041,430,1872,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0
8668,246,2881,189,197,249,2046,503,1860,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,1,0
8669,15,2697,121,191,183,2642,270,1641,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0
8670,189,2805,160,221,248,1231,190,1723,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0
8671,138,2801,96,247,227,1158,108,1812,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0
8672,239,3177,161,216,240,272,335,1597,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0
8673,116,3232,115,241,228,1917,134,1729,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
8674,100,3239,131,232,231,721,255,3462,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,1,0
8675,101,2810,124,235,228,2439,30,1930,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,1,0
8676,207,2809,178,205,254,2202,175,1920,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0
8677,232,2787,186,201,251,2073,379,1850,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0
8678,119,2651,92,249,220,2523,30,2239,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0
8679,1,2640,152,203,217,2521,0,2274,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8680,337,2655,173,150,191,2542,180,1979,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0
8681,333,2685,179,131,181,2560,201,1863,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0
8682,312,3063,185,185,230,1153,570,2697,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0
8683,68,3370,139,225,230,2431,481,1230,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0
8684,190,3226,159,214,250,1134,201,2509,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0
8685,41,3191,119,221,208,865,210,3207,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0
8686,311,3325,197,164,222,2854,1041,1470,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,1,0
8687,67,3196,132,228,226,3475,573,1440,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1,0
8688,141,2795,150,224,238,2335,0,1914,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8689,163,2794,149,226,242,2322,30,1909,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,0
8690,194,2835,165,213,252,2168,182,1891,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0
8691,243,2881,188,199,249,2102,443,1801,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,1,0
8692,324,2665,184,173,218,2490,85,2265,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0
8693,29,2669,133,216,214,2491,108,2236,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0
8694,337,2717,173,148,189,2542,256,1797,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,0
8695,349,3325,159,180,204,708,342,1168,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,1,0,0,0
8696,25,3200,106,199,179,966,395,966,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0
8697,324,3192,171,200,231,127,351,1577,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0
8698,62,3374,145,223,232,2407,488,1260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0
8699,205,3264,174,210,253,721,551,3322,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,1,0
8700,27,2820,137,215,217,2538,90,1854,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8701,90,2795,136,229,231,2362,0,1884,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8702,168,2869,131,231,242,2133,430,1770,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164,0,0,1,0
8703,38,2675,118,218,205,2461,127,2230,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0
8704,331,2707,183,140,191,2496,247,1878,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,1,0
8705,346,3319,162,179,205,828,255,1253,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0,0,0
8706,88,3368,135,229,230,2471,450,1291,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0
8707,184,3168,152,219,249,1441,30,2248,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
8708,193,3211,160,201,247,1019,256,2724,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0
8709,21,2930,124,205,197,3055,437,1848,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0
8710,29,2825,134,216,216,2563,120,1825,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
8711,251,2779,202,184,249,2163,295,1761,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0
8712,224,2843,198,186,254,2160,362,1744,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1,0
8713,212,2851,187,193,254,2161,376,1742,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,1,0
8714,145,2655,130,237,238,2445,30,2080,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
8715,133,2651,135,233,236,2442,30,2097,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
8716,349,2668,159,186,209,2437,242,2106,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0
8717,31,3227,100,206,180,1003,454,912,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0
8718,73,2894,107,235,213,2912,402,1779,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0
8719,259,2805,229,146,243,2191,300,1723,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,0
8720,189,2843,157,213,249,2192,366,1711,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116,0,0,1,0
8721,146,2688,131,236,238,2379,108,1855,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0
8722,342,2654,167,187,215,2407,30,2106,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
8723,45,2678,83,218,179,2402,192,2178,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0
8724,263,3075,193,192,246,1106,618,2713,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
8725,198,3191,165,217,248,190,430,1651,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0
8726,82,3372,132,230,228,2454,481,1350,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0
8727,90,3363,143,226,233,2542,391,1348,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,1,0
8728,97,3186,89,246,212,999,331,3099,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0
8729,153,3033,150,225,240,1368,30,2624,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8730,159,3186,137,233,242,1919,362,1996,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
8731,248,2813,209,177,250,2220,285,1690,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0
8732,192,2827,163,216,251,2221,324,1682,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,1,0
8733,313,2651,175,199,234,2382,30,2047,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8734,335,2699,176,168,207,2385,330,2001,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,1,0
8735,314,2746,193,169,223,2412,342,1830,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,1,0
8736,27,3262,134,215,214,895,577,779,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,186,1,0,0,0
8737,7,3253,148,207,218,853,124,1533,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,1,0
8738,254,3102,233,137,242,1606,210,2380,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0
8739,36,2862,131,219,216,2773,277,1711,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0
8740,50,2780,134,224,223,2435,42,1753,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
8741,261,2800,221,158,245,2251,247,1663,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,0
8742,317,2670,195,159,216,2347,67,2058,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0
8743,319,2679,195,154,212,2345,85,2076,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0
8744,47,2710,87,221,185,2341,212,2184,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0
8745,339,2694,171,173,207,2345,277,2100,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,0
8746,342,2698,168,174,205,2347,297,2072,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0
8747,305,2743,202,162,225,2377,365,1852,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,1,0
8748,228,3042,174,210,247,1065,459,3072,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,1,0
8749,333,2779,160,214,236,2410,30,1711,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
8750,265,2785,225,152,242,2282,212,1638,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0
8751,253,2808,205,180,249,2280,228,1630,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,1,0
8752,231,2815,181,205,249,2280,242,1627,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,1,0
8753,316,2697,194,162,218,2313,124,2071,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0
8754,316,2705,193,166,220,2312,134,2090,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0
8755,324,2734,184,172,218,2338,390,1895,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,1,0
8756,339,3237,170,175,208,450,362,1630,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0
8757,104,3375,143,226,234,2445,524,1440,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0
